Авторы,Название,Год,Название источника,Том,Выпуск ,Статья №,Страница начала,Страница окончания,Количество страниц,Цитирования,DOI,Ссылка,Организации,Авторы организаций,Краткое описание,Ключевые слова автора,Ключевые слова указателя,Спонсоры,Издатель,Название конференции,Дата конференции,Место проведения конференции,Код конференции,ISSN,ISBN,CODEN,Язык оригинального документа,Сокращенное название источника,Тип документа,Источник,EID
"Mukhin S.V., Panov A.V.","The analysis of dispersion characteristics of slow-wave systems of CIS type near TNE pass-through band BRDER",2012,"Conference Proceedings - 2012 International Conference on Actual Problems of Electron Devices Engineering, APEDE 2012",,, 6478046,"203","210",,2,10.1109/APEDE.2012.6478046,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876106576&doi=10.1109%2fAPEDE.2012.6478046&partnerID=40&md5=1463a28918155b3c0f8c78970141e4aa","Moscow Institute of Electronics and Mathematics, National Research University Higher School of Economics, Russian Federation","Mukhin, S.V., Moscow Institute of Electronics and Mathematics, National Research University Higher School of Economics, Russian Federation; Panov, A.V., Moscow Institute of Electronics and Mathematics, National Research University Higher School of Economics, Russian Federation","The electrodynamicaly approved choice of resonator slow-wave system model which is equally suitable for describing the electrodynamic characteristics and excitation by given current was made. The possibility of calculation of electrodynamic characteristics of resonator slow-wave systemsbased on 3-d modeling results is shown. The results of the calculatuion of electrodynamic characteristics for slow-wave systems with two and four ports are given. © 2012 IEEE.",,"3-d modeling; Dispersion characteristics; Slow wave; Slow-wave systems; Electron devices; Resonators; Electrodynamics",,,"2012 International Conference on Actual Problems of Electron Devices Engineering, APEDE 2012","19 September 2012 through 20 September 2012","Saratov",96531,,9781467320948,,"Russian","Conf. Proc. - Int. Conf. Actual Probl. Electron Devices Eng., APEDE",Conference Paper,Scopus,2-s2.0-84876106576
"Vishlenkova E.","Picturing the Russian national past in the early 19th century",2012,"Jahrbucher fur Geschichte Osteuropas","60","4",,"489","509",,1,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873346642&partnerID=40&md5=460209cc05bb70d806e26e7387503418","Poletayev Institute for Theoretical and Historical Studies in the Humanities, NRU Higher School of Economics, ul. Mjasnickaja 20, 101990 Moskva, Russian Federation","Vishlenkova, E., Poletayev Institute for Theoretical and Historical Studies in the Humanities, NRU Higher School of Economics, ul. Mjasnickaja 20, 101990 Moskva, Russian Federation","The article reconstructs the circumstances of of the adoption of the first artistic conventions that al - lowed Russian artists at the beginning of the nineteenth century to create their first representations of the national past. The origin of new visual symbols such as national heroes, costumes, and typical ethnic looks is dated and their semantics deciphered based on the analysis of such sources as the commissioners' notes describing the motifs to be pictured in history paintings as well as patriotic press publications and pieces of history painting and sculpture. Their reception by the public and the complications of their subsequent verbal conceptualization are presented within the context of a controversy between the publishers of two art journals of the 1820s, Paul Svin'in and Vasilii Grigorovich. The author believes that the priority given to visual language in the Russian national project had to do with the specific cultural situation of the Russian Empire, particularly at the turn of the nine - teenth century. A low literacy rate meant that Russian elites could not rely on verbal language as a tool for mobilizing support and generating imperial, ethnic, and national solidarities. That is why students of nationalism do not find convincing written evidence of a Russian national consciousness either in the eighteenth century or in the first three decades of the nineteenth. In contrast to their unsuccessful efforts, the author's analysis of the visual language of describing the past detects elements of national imagination of the time at issue. The author defines the 1830s as a turning point in the evolution of Russian ways to see the national past: the convention between the artists and their audience changed, resulting in a substitution of document-based symbols for symbolic representations of the Russian past. This revision of convention antiquated the early nineteenth century history paintings, and rendered the signs of the national employed in them incomprehensible.",,,,,,,,,00214019,,,"English","Jahrb. Gesch. Osteuropas",Article,Scopus,2-s2.0-84873346642
"Kholopov D.V., Potapova T.A., Nefedov V.N.","Dielectric materials' micriwave thermal treatment modelling using different types of radiators",2012,"Conference Proceedings - 2012 International Conference on Actual Problems of Electron Devices Engineering, APEDE 2012",,, 6478036,"147","153",,,10.1109/APEDE.2012.6478036,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876102565&doi=10.1109%2fAPEDE.2012.6478036&partnerID=40&md5=9194a66527f70e15785b3a01905d0746","Moscow State Institute of Electronics and Mathematics, Technical University, Russian Federation","Kholopov, D.V., Moscow State Institute of Electronics and Mathematics, Technical University, Russian Federation; Potapova, T.A., Moscow State Institute of Electronics and Mathematics, Technical University, Russian Federation; Nefedov, V.N., Moscow State Institute of Electronics and Mathematics, Technical University, Russian Federation","The comparative analysis of computer modeling and experimental investigations results for temperature distribution in dielectric materials using different types of radiators are presented. © 2012 IEEE.",,"Comparative analysis; Computer modeling; Experimental investigations; Electron devices; Radiators; Dielectric materials",,,"2012 International Conference on Actual Problems of Electron Devices Engineering, APEDE 2012","19 September 2012 through 20 September 2012","Saratov",96531,,9781467320948,,"Russian","Conf. Proc. - Int. Conf. Actual Probl. Electron Devices Eng., APEDE",Conference Paper,Scopus,2-s2.0-84876102565
"Gleb A.","A method for analysing growth curves by using the logistic model with changing carrying capacity",2012,"iEMSs 2012 - Managing Resources of a Limited Planet: Proceedings of the 6th Biennial Meeting of the International Environmental Modelling and Software Society",,,,"835","841",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84894152167&partnerID=40&md5=f60db7c3903b38523f427f725bf12fc8","Faculty of Applied Mathematics, Moscow State Institute of Electronics and Mathematics, Bolshoi Trekhsvyatitelskii 3, Moscow 109028, Russian Federation","Gleb, A., Faculty of Applied Mathematics, Moscow State Institute of Electronics and Mathematics, Bolshoi Trekhsvyatitelskii 3, Moscow 109028, Russian Federation","The problem of managing resources of a limited planet invokes the logistic model with constant carrying capacity. However, the growth of industrial systems and populations of countries with limited resources demonstrates that limits to growth are changing with new technologies. This paper presents a new method for analysing growth curves representing the logistic growth with changing carrying capacity.","Carbon dioxide emissions; Carrying capacity; Limits to growth; Logistic growth",,,,"6th Biennial Meeting of the International Environmental Modelling and Software Society: Managing Resources of a Limited Planet, iEMSs 2012","1 July 2012 through 5 July 2012","Leipzig",102709,,9788890357428,,"English","iEMSs - Managing Resour. Ltd. Planet: Proc. Biennial Meet. Int. Environ. Model. Softw. Soc.",Conference Paper,Scopus,2-s2.0-84894152167
"Larionova M., Rakhmangulov M.","The European Union and the G8: Priorities, functions, values",2012,"The European Union in the G8: Promoting Consensus and Concerted Actions for Global Public Goods",,,,"241","268",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84900115089&partnerID=40&md5=07d8749cd394fe1e97348dc12d7ef3f1","International Organisations Research Institute (HSE IORI), National Research University - Higher School of Economics, National Training Foundation, Moscow, Russian Federation; Global Governance Research Centre, International Organisations Research Institute, National Research University Higher School of Economics, Moscow, Russian Federation","Larionova, M., International Organisations Research Institute (HSE IORI), National Research University - Higher School of Economics, National Training Foundation, Moscow, Russian Federation; Rakhmangulov, M., Global Governance Research Centre, International Organisations Research Institute, National Research University Higher School of Economics, Moscow, Russian Federation",[краткое описание не найдено],,,,"Ashgate Publishing Ltd",,,,,,9781409433231,,"English","The European Union in the G8: Promoting Consens. and Concerted Actions for Global Public Goods",Book Chapter,Scopus,2-s2.0-84900115089
"Maslov V.P.","Ideal gas/liquid transition as a generalization of the problem of ""partitio numerorum""",2012,"Russian Journal of Mathematical Physics","19","4",,"484","498",,7,10.1134/S1061920812040085,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84871075521&doi=10.1134%2fS1061920812040085&partnerID=40&md5=7a261dd88cc1a149fe93cac126994e60","Moscow State Institute of Electronics and Mathematics - Higher School of Economics, 109028 Moscow, Russian Federation","Maslov, V.P., Moscow State Institute of Electronics and Mathematics - Higher School of Economics, 109028 Moscow, Russian Federation","It is shown that the Boltzmann-Maxwell distribution is not applicable to the generalized notion of ideal gas and corresponds to this ideal gas at low density only. The behavior of an ideal gas and its transition to liquid is studied as a result of a kind of generalization of the problem of ""partitio numerorum"". The reflection of particles of the ideal gas from the walls of the vessel walls is taken into account (as a kind of ""trap"" for the Bose gas). Two constants are additionally introduced, namely, the constant Λ inversely proportional to the mass and the heat g of the phase transition as T → 0 (the constant of the Clausius-Clapeyron relation), and also the experimental value of the critical compressibility factor for the given gas and the experimental value of the pressure at the triple point, from which one can find the value of the constant Λ. © 2012 Pleiades Publishing, Ltd.",,,,,,,,,10619208,,,"English","Russ. J. Math. Phys.",Article,Scopus,2-s2.0-84871075521
"Blagodyreva O., Karasev M., Novikova E.","Cubic algebra and averaged Hamiltonian for the resonance 3: (-1) Penning-ioffe trap",2012,"Russian Journal of Mathematical Physics","19","4",,"440","448",,3,10.1134/S1061920812040048,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84871062590&doi=10.1134%2fS1061920812040048&partnerID=40&md5=51baa4e720ea0eb6680b1c299d4e426d","Moscow Institute for Electronics and Mathematics at HSE, Moscow, Russian Federation","Blagodyreva, O., Moscow Institute for Electronics and Mathematics at HSE, Moscow, Russian Federation; Karasev, M., Moscow Institute for Electronics and Mathematics at HSE, Moscow, Russian Federation; Novikova, E., Moscow Institute for Electronics and Mathematics at HSE, Moscow, Russian Federation","For the 3: (-1) resonance Penning trap, we describe the algebra of symmetries which turns out to be a non-Lie algebra with cubic commutation relations. The irreducible representations and coherent states of this algebra are constructed explicitly. The perturbing inhomogeneous magnetic field of Ioffe type, after double quantum averaging, generates an effective Hamiltonian of the trap. In the irreducible representation, this Hamiltonian becomes a second-order ordinary differential operator of the Heun type. © 2012 Pleiades Publishing, Ltd.",,,,,,,,,10619208,,,"English","Russ. J. Math. Phys.",Article,Scopus,2-s2.0-84871062590
"Gasparyan D.","Absolute imperatives of rationality in transcendental pragmatics and communication theory",2012,"Middle East Journal of Scientific Research","12","9",,"a1210","1215",,2,10.5829/idosi.mejsr.2012.12.9.1923,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84878479188&doi=10.5829%2fidosi.mejsr.2012.12.9.1923&partnerID=40&md5=b5c86af0e049964d280a2eb90cc53d46","National Research University Higher School of Economics, 20 Myasnitskaya Str, 101001 Moscow, Russian Federation","Gasparyan, D., National Research University Higher School of Economics, 20 Myasnitskaya Str, 101001 Moscow, Russian Federation","In this article I am offering some critical comments on two of the most important programs of modern social and political philosophy: transcendental pragmatics and communication theory. These considerations will cover two main problems: justification of rational prerequisites of activities, that would be common and universal for all of humanity and universal and transparent communication, that is common for all representatives of intersubjective commonality. The first problem is the difficulty of removing the fundamental contradiction between "" ones"" and ""someone else's"" and the second is the difficulty of simulation of communication unity, that despite its universality, may serve as different packages of values. © IDOSI Publications, 2012.","Communication theory; Social and politicals philosophy; Transcendental pragmatics",,,,,,,,19909233,,,"English","Middle East J. Sci. Res.",Article,Scopus,2-s2.0-84878479188
"Zuev V.","The European Union as a model for global governance",2012,"The European Union in the G8: Promoting Consensus and Concerted Actions for Global Public Goods",,,,"231","239",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84900063896&partnerID=40&md5=4bdc40f58b102bf5ec1b7d427bd027e6","International Economic Organisations, European Integration Department, National Research University Higher School of Economics, Moscow, Russian Federation","Zuev, V., International Economic Organisations, European Integration Department, National Research University Higher School of Economics, Moscow, Russian Federation",[краткое описание не найдено],,,,"Ashgate Publishing Ltd",,,,,,9781409433231,,"English","The European Union in the G8: Promoting Consens. and Concerted Actions for Global Public Goods",Book Chapter,Scopus,2-s2.0-84900063896
"Medvedev S., Tomashov I.","The concept and definition of global public goods",2012,"The European Union in the G8: Promoting Consensus and Concerted Actions for Global Public Goods",,,,"13","23",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84900057630&partnerID=40&md5=045150512434c0d336f80ef5f3ce8aa4","National Research University Higher School of Economics, Moscow, Russian Federation","Medvedev, S., National Research University Higher School of Economics, Moscow, Russian Federation; Tomashov, I., National Research University Higher School of Economics, Moscow, Russian Federation",[краткое описание не найдено],,,,"Ashgate Publishing Ltd",,,,,,9781409433231,,"English","The European Union in the G8: Promoting Consens. and Concerted Actions for Global Public Goods",Book Chapter,Scopus,2-s2.0-84900057630
"Medvedev S., Tomashov I.","Knowledge and education as global public goods",2012,"The European Union in the G8: Promoting Consensus and Concerted Actions for Global Public Goods",,,,"221","227",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84900267261&partnerID=40&md5=6b79f669d1bcbb02506294628882b205","National Research University Higher School of Economics, Moscow, Russian Federation","Medvedev, S., National Research University Higher School of Economics, Moscow, Russian Federation; Tomashov, I., National Research University Higher School of Economics, Moscow, Russian Federation",[краткое описание не найдено],,,,"Ashgate Publishing Ltd",,,,,,9781409433231,,"English","The European Union in the G8: Promoting Consens. and Concerted Actions for Global Public Goods",Book Chapter,Scopus,2-s2.0-84900267261
"Larionova M.","Preface and acknowledgements",2012,"The European Union in the G8: Promoting Consensus and Concerted Actions for Global Public Goods",,,,"xiii","xiv",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84900225610&partnerID=40&md5=b0b6a7f1851fff221ce89d1fe5e99f9e","International Organisations Research Institute (HSE IORI), National Research University - Higher School of Economics, National Training Foundation, Moscow, Russian Federation","Larionova, M., International Organisations Research Institute (HSE IORI), National Research University - Higher School of Economics, National Training Foundation, Moscow, Russian Federation",[краткое описание не найдено],,,,"Ashgate Publishing Ltd",,,,,,9781409433231,,"English","The European Union in the G8: Promoting Consens. and Concerted Actions for Global Public Goods",Editorial,Scopus,2-s2.0-84900225610
"Mukhin S.V.","Analysis of the dispersion characteristics in the vicinity of the passband boundaries of the slow-wave structures that represent chained cavities",2012,"Journal of Communications Technology and Electronics","57","12",,"1276","1286",,1,10.1134/S1064226912110083,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84878486027&doi=10.1134%2fS1064226912110083&partnerID=40&md5=0a5e10a448888dc90f9d79ada2a4518d","Moscow Institute of Electronics and Mathematics, National Research University, Higher Scholl of Economics, Bolshoi Trekhsvyatitel'skii per., 3, Moscow 109028, Russian Federation","Mukhin, S.V., Moscow Institute of Electronics and Mathematics, National Research University, Higher Scholl of Economics, Bolshoi Trekhsvyatitel'skii per., 3, Moscow 109028, Russian Federation","A model of the slow-wave cavity structures that can be used for the analysis of electrodynamic parameters and excitation by the fixed current is electrodynamically substantiated. A possibility of the calculation of electrodynamic parameters using the 3D simulation is demonstrated for the slow-wave cavity structures. The calculated electrodynamic parameters of the two- and four-port slow-wave structures are presented. © 2012 Pleiades Publishing, Ltd.",,"3D simulations; Cavity structure; Dispersion characteristics; Electrodynamic parameters; Fixed current; Pass bands; Slow wave; Electrodynamics; Three dimensional computer graphics; Slow wave structures",,,,,,,10642269,,JTELE,"English","J. Commun. Technol. Electron.",Article,Scopus,2-s2.0-84878486027
"Kotsemir M.","Dynamics of Russian and world science through the prism of international publications",2012,"Foresight Russia","6","1",,"38","59",,9,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84886542780&partnerID=40&md5=cb0a0390e7fc7fe9b497bd76044c76a6","Research Laboratory for Science and Technology Studies, Institute for Statistical Studies and Economics of Knowledge, National Research University Higher School of Economics, 20 Myasnitskaya str., Moscow, 101000, Russian Federation","Kotsemir, M., Research Laboratory for Science and Technology Studies, Institute for Statistical Studies and Economics of Knowledge, National Research University Higher School of Economics, 20 Myasnitskaya str., Moscow, 101000, Russian Federation","This paper analyses publication activities of scientists in Russia and selected other countries for a crosscountry comparison of their integration into the global scientific community. It adds to the literature assessing global, regional and national trends in knowledge production to help policy makers develop a more flexible and effective science policy. It provides an overview of the dynamics of main indicators of scientific publications and their citation in Russia and leading countries over the period 1995-2010. Based on this analysis, the author estimates Russia's position within the global scientific community. The data are drawn from Scopus and the Web of Science databases. For Russia, the focus is on publication activity in specific areas of science, identified as specializations. In particular, the level of citation of the most highly Russian publications is noted. Also, the paper focuses on the integration of Russianresearchers in the international scientific community, as measured by the number of publications co-authored with foreign researchers. Finally, it reviews the methodological approaches of the evaluation of citations, focusing on resulting problems which require further investigations. The analysis shows that Russia has lost more international status in scientific publishing activity than other countries of the studied sample. At thesame time the other BRIC nations as well as some other developing Asian countries have significantly improved their international positioning in this regard.","Bibliometric indicators; Cross-country analysis; Highly cited publications; Index of scientific specialization; International co-authorship; Levels of citation; Place of Russia in the global scientific community; Publication activity; Publication activity in Russia; Russian Federation; Scientific publications; Scopus; Structure of publications; Web of Science",,,,,,,,1995459X,,,"Russian","Foresight Russ.",Article,Scopus,2-s2.0-84886542780
"Chepovskiy A., Gusev S., Kurbatova M.","Language identification for texts written in transliteration",2012,"CEUR Workshop Proceedings","871",,,"13","20",,1,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84891947546&partnerID=40&md5=b935e0ca5c0443719570db0c67a46aaa","Higher School of Economics, Data Analysis and Artificial Intelligence Department, Pokrovskiy boulevard 11, 109028 Moscow, Russian Federation","Chepovskiy, A., Higher School of Economics, Data Analysis and Artificial Intelligence Department, Pokrovskiy boulevard 11, 109028 Moscow, Russian Federation; Gusev, S., Higher School of Economics, Data Analysis and Artificial Intelligence Department, Pokrovskiy boulevard 11, 109028 Moscow, Russian Federation; Kurbatova, M., Higher School of Economics, Data Analysis and Artificial Intelligence Department, Pokrovskiy boulevard 11, 109028 Moscow, Russian Federation","The problem of identification of natural languages for the texts written in transliteration is considered. We consider a method of identification of five Slavic languages for texts written with use of a Latin transliteration. We use two ways of creation models for such texts and compare results of those application.","Natural language identification; Statistical text model; Transliteration","Language identification; Method of identifications; Natural languages; Slavic languages; Text modeling; Transliteration; Two ways; Formal concept analysis; Information analysis; Natural language processing systems","Amsterdam-Amstelland Police;IBM Belgium;Research Foundation Flanders;Vlerick Management School;OpenConnect Systems;National Research University Higher of School Economics",,"2nd International Workshop on Concept Discovery in Unstructured Data 2012, CDUD 2012 - In Conjunction with the 10th International Conference on Formal Concept Analysis, ICFCA 2012","10 May 2012 through 10 May 2012","Leuven",101861,16130073,,,"English","CEUR Workshop Proc.",Conference Paper,Scopus,2-s2.0-84891947546
